Producto,Variedad,Precio Min.,Precio Max.,Precio Prom.,Fecha
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.0,2.5,2.2,02/03/2025
FREJOL,FREJOL VERDE CANARIO,2.9,3.3,3.05,02/03/2025
HABA,HABA VERDE SERRANA,1.0,1.2,1.1,02/03/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.53,1.76,1.65,02/03/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,1.0,11.0,7.75,02/03/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,4.17,5.0,4.54,02/03/2025
HORTALIZAS CHINAS,PACCHOY,7.5,9.17,8.54,02/03/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),6.5,8.0,7.25,02/03/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,02/03/2025
HORTALIZAS CHINAS,BROCOLI,2.2,3.0,2.5,02/03/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),3.91,5.22,4.46,02/03/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.5,1.83,1.63,02/03/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.33,4.0,3.58,02/03/2025
LECHUGA,LECHUGA SERRANA SEDA,3.0,3.33,3.17,02/03/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.67,2.0,1.84,02/03/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,02/03/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,02/03/2025
LIMON,LIMON CITRICO CAJON,2.39,2.61,2.51,02/03/2025
LIMON,LIMON CITRICO BOLSA,2.11,2.56,2.31,02/03/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.9,2.2,2.03,02/03/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,02/03/2025
NABO,NABO (CRIOLLO/SERRANO),3.5,4.0,3.83,02/03/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,02/03/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,02/03/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.2,2.5,2.33,02/03/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.2,2.5,2.35,02/03/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,2.2,2.5,2.38,02/03/2025
PAPA,PAPA AMARILLA,2.5,2.7,2.58,02/03/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.85,0.95,0.89,02/03/2025
PAPA,PAPA COLOR/VALLE/OTROS,1.05,1.2,1.13,02/03/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.8,2.0,1.88,02/03/2025
PAPA,PAPA HUAMANTANGA,1.8,2.0,1.93,02/03/2025
PAPA,PAPA NEGRA ANDINA,0.8,1.0,0.89,02/03/2025
PAPA,PAPA PERUANITA (INJERTO),1.8,2.0,1.93,02/03/2025
PAPA,PAPA YUNGAY,0.85,0.95,0.89,02/03/2025
PAPA,PAPA UNICA,1.2,1.5,1.35,02/03/2025
PAPA,PAPA CANCHAN,0.8,1.0,0.91,02/03/2025
PEPINILLO,PEPINILLO,1.0,1.33,1.17,02/03/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),3.0,3.5,3.18,02/03/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,8.89,9.44,9.17,02/03/2025
PORO,PORO (CRIOLLO/SERRANO),1.54,1.92,1.68,02/03/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),4.67,5.33,4.84,02/03/2025
TOMATE,TOMATE CHERRY,5.0,5.0,5.0,02/03/2025
TOMATE,TOMATE ORGANICO,4.0,4.0,4.0,02/03/2025
TOMATE,TOMATE KATIA,3.86,4.55,4.15,02/03/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,2.2,2.5,2.35,02/03/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),2.4,2.8,2.58,02/03/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),0.55,0.64,0.6,02/03/2025
ZAPALLO,ZAPALLO ITALIANO,0.67,1.0,0.79,02/03/2025
ZAPALLO,ZAPALLO LOCHE,8.67,10.67,9.67,02/03/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.1,1.5,1.28,02/03/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,02/03/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,02/03/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.5,1.67,1.56,02/03/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,02/03/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,02/03/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,02/03/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,02/03/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,02/03/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,02/03/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,02/03/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,02/03/2025
OTROS PROD.AGRIC.,YACON,5.0,7.0,6.0,02/03/2025
OTROS PROD.AGRIC.,AGUAYMANTO,6.0,7.0,6.45,02/03/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,4.5,5.5,5.0,02/03/2025
OTROS PROD.AGRIC.,ACEITUNA,19.0,23.0,21.25,02/03/2025
CARAMBOLA,CARAMBOLA,1.5,2.08,1.79,02/03/2025
DURAZNO,DURAZNO,4.0,6.0,5.13,02/03/2025
FRESA,FRESA ROJA,4.0,6.0,5.13,02/03/2025
GRANADILLA,GRANADILLA (SELVA),5.5,6.5,6.0,02/03/2025
PEPINO,PEPINO RAYADO O MELON,3.0,4.0,3.63,02/03/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,02/03/2025
PLATANOS,PLATANOS SEDA,2.43,2.57,2.5,02/03/2025
PLATANOS,PLATANOS ISLA,2.5,3.5,2.95,02/03/2025
PLATANOS,PLATANOS BISCOCHITO,2.7,3.0,2.88,02/03/2025
PLATANOS,PLATANOS BELLACO,3.0,4.5,3.75,02/03/2025
PLATANOS,PLATANOS PALILLO,3.0,3.5,3.33,02/03/2025
UVA,UVA BORGO?A NEGRA,5.0,6.0,5.63,02/03/2025
UVA,UVA ITALIA,3.5,5.0,4.13,02/03/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),3.0,4.0,3.5,02/03/2025
MANGO,MANGO HADEN/HAYDE,2.3,2.5,2.43,02/03/2025
MANGO,MANGO KENT(COSTA),1.6,2.0,1.85,02/03/2025
MANGO,MANGO EDWARD PLANTA,5.0,6.0,5.38,02/03/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),2.5,3.0,2.7,02/03/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,2.0,2.5,2.25,02/03/2025
MANZANA,MANZANA ISRAEL,2.4,3.0,2.63,02/03/2025
MANZANA,MANZANA CHILENA ROJA,9.0,10.0,9.5,02/03/2025
MANZANA,MANZANA CHILENA VERDE,9.5,10.0,9.88,02/03/2025
MANZANA,MANZANA CHILENA FUJI,7.5,8.0,7.83,02/03/2025
MANZANA,MANZANA CHILENA ROYAL,7.5,9.0,8.25,02/03/2025
MANZANA,MANZANA GOLDEN,3.5,4.2,3.93,02/03/2025
MARACUYA,MARACUYA (COSTA),2.2,2.5,2.33,02/03/2025
TUNA,TUNA HUAROCHIRI,3.5,4.0,3.88,02/03/2025
SANDIA,SANDIA,1.0,1.1,1.03,02/03/2025
COCONA,COCONA SELVA,4.5,5.5,5.0,02/03/2025
NARANJA,NARANJA VALENCIA (SELVA),2.5,2.91,2.74,02/03/2025
NARANJA,NARANJA HUANDO,5.5,6.0,5.75,02/03/2025
PI?A,PI?A HAWAYANA,2.3,2.6,2.45,02/03/2025
PI?A,PI?A GOLDEN,1.94,2.22,2.07,02/03/2025
PALTA,PALTA FUERTE (COSTA),4.5,6.0,5.25,02/03/2025
PAPAYA,PAPAYA SELVA,1.25,1.56,1.39,02/03/2025
MELOCOTON,MELOCOTON,5.5,6.5,6.13,02/03/2025
MEMBRILLO,MEMBRILLO,3.2,4.0,3.5,02/03/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,6.5,8.0,7.13,02/03/2025
OTRAS FRUTAS,GRANADA (COSTA),7.0,9.0,7.75,02/03/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),2.5,3.5,3.0,02/03/2025
OTRAS FRUTAS,LUCUMA,6.5,8.0,7.13,02/03/2025
OTRAS FRUTAS,CIRUELA,4.0,5.0,4.67,02/03/2025
OTRAS FRUTAS,PITAHAYA,4.5,5.5,5.0,02/03/2025
OTRAS FRUTAS,PACAY,5.5,7.0,6.17,02/03/2025
OTRAS FRUTAS,ARANDANOS,10.0,15.0,12.5,02/03/2025
COCO,COCO(COSTA/SELVA),2.0,2.67,2.33,02/03/2025
CHIRIMOYA,CHIRIMOYA CUMBE,5.5,7.0,6.25,02/03/2025
MANDARINA,MANDARINA,2.5,3.3,2.95,02/03/2025
MELON,MELON,1.5,1.8,1.65,02/03/2025
GUANABANA,GUANABANA,5.0,6.5,5.75,02/03/2025
ACELGA,ACELGA,3.5,4.0,3.63,03/03/2025
AJI,AJI AMARILLO SECO,15.0,16.5,15.88,03/03/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3.5,4.0,3.73,03/03/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),12.0,14.0,13.0,03/03/2025
AJI,AJI SECO PANCA,13.0,14.0,13.63,03/03/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),2.5,2.94,2.68,03/03/2025
AJI,AJI PAPRIKA,14.0,15.0,14.63,03/03/2025
AJO,AJO PELADO,8.5,9.0,8.75,03/03/2025
AJO,AJO CRIOLLO O NAPURI,8.5,10.0,9.38,03/03/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,12.5,13.0,12.88,03/03/2025
ALBAHACA,ALBAHACA,3.85,4.62,4.24,03/03/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,3.75,4.5,4.13,03/03/2025
APIO,APIO,4.0,5.0,4.5,03/03/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),3.8,4.5,4.15,03/03/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,3.0,3.5,3.2,03/03/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),3.2,4.8,4.1,03/03/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),2.67,3.07,2.84,03/03/2025
CAIGUA,CAIGUA (SELVA),1.33,1.73,1.6,03/03/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.5,1.75,1.58,03/03/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.65,0.8,0.73,03/03/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1.4,1.8,1.6,03/03/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,1.2,1.5,1.35,03/03/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1.8,2.0,1.93,03/03/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),2.0,2.3,2.13,03/03/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),1.0,1.14,1.07,03/03/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),1.0,1.14,1.08,03/03/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),2.0,2.33,2.17,03/03/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,1.79,2.02,1.93,03/03/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,8.0,7.25,03/03/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.0,2.5,2.2,03/03/2025
FREJOL,FREJOL VERDE CANARIO,2.8,3.2,3.0,03/03/2025
HABA,HABA VERDE SERRANA,1.0,1.2,1.1,03/03/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.53,1.76,1.65,03/03/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,1.0,11.0,7.75,03/03/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,4.17,5.0,4.52,03/03/2025
HORTALIZAS CHINAS,PACCHOY,7.5,9.17,8.54,03/03/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),6.5,8.0,7.25,03/03/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,03/03/2025
HORTALIZAS CHINAS,BROCOLI,2.2,3.0,2.5,03/03/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),3.91,5.22,4.46,03/03/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.5,1.83,1.63,03/03/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.33,4.0,3.58,03/03/2025
LECHUGA,LECHUGA SERRANA SEDA,3.0,3.33,3.17,03/03/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.67,2.0,1.84,03/03/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,03/03/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,03/03/2025
LIMON,LIMON CITRICO CAJON,2.17,2.61,2.42,03/03/2025
LIMON,LIMON CITRICO BOLSA,2.0,2.44,2.19,03/03/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.8,2.2,2.0,03/03/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,03/03/2025
NABO,NABO (CRIOLLO/SERRANO),3.5,4.0,3.83,03/03/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,03/03/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,03/03/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.2,2.5,2.33,03/03/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.2,2.5,2.35,03/03/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,2.2,2.5,2.35,03/03/2025
PAPA,PAPA AMARILLA,2.6,3.0,2.78,03/03/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.85,0.9,0.88,03/03/2025
PAPA,PAPA COLOR/VALLE/OTROS,1.05,1.2,1.13,03/03/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.8,2.0,1.89,03/03/2025
PAPA,PAPA HUAMANTANGA,1.8,2.0,1.93,03/03/2025
PAPA,PAPA NEGRA ANDINA,0.8,1.0,0.9,03/03/2025
PAPA,PAPA PERUANITA (INJERTO),1.8,2.0,1.93,03/03/2025
PAPA,PAPA YUNGAY,0.85,0.95,0.9,03/03/2025
PAPA,PAPA UNICA,1.2,1.5,1.35,03/03/2025
PAPA,PAPA CANCHAN,0.8,1.0,0.91,03/03/2025
PEPINILLO,PEPINILLO,1.0,1.33,1.17,03/03/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),3.0,3.3,3.13,03/03/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,8.89,9.44,9.24,03/03/2025
PORO,PORO (CRIOLLO/SERRANO),1.54,1.92,1.68,03/03/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),4.67,5.33,4.84,03/03/2025
TOMATE,TOMATE CHERRY,5.0,5.0,5.0,03/03/2025
TOMATE,TOMATE ORGANICO,4.0,4.0,4.0,03/03/2025
TOMATE,TOMATE KATIA,3.86,4.09,3.98,03/03/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,2.2,2.5,2.35,03/03/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),2.4,2.7,2.55,03/03/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),0.51,0.64,0.59,03/03/2025
ZAPALLO,ZAPALLO ITALIANO,0.67,1.0,0.79,03/03/2025
ZAPALLO,ZAPALLO LOCHE,8.67,10.67,9.67,03/03/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.1,1.5,1.28,03/03/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,03/03/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,03/03/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.5,1.67,1.56,03/03/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,03/03/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,03/03/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,03/03/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,03/03/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,03/03/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,03/03/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,03/03/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,03/03/2025
OTROS PROD.AGRIC.,YACON,5.0,7.0,6.0,03/03/2025
OTROS PROD.AGRIC.,AGUAYMANTO,6.0,7.0,6.45,03/03/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,4.5,5.5,5.0,03/03/2025
OTROS PROD.AGRIC.,ACEITUNA,19.0,23.0,21.25,03/03/2025
CARAMBOLA,CARAMBOLA,1.5,2.08,1.79,03/03/2025
DURAZNO,DURAZNO,4.0,6.0,5.13,03/03/2025
FRESA,FRESA ROJA,4.0,6.0,5.13,03/03/2025
GRANADILLA,GRANADILLA (SELVA),5.5,6.5,6.0,03/03/2025
PEPINO,PEPINO RAYADO O MELON,3.0,4.0,3.63,03/03/2025
PERA,PERA DE AGUA,5.0,6.0,5.63,03/03/2025
PLATANOS,PLATANOS SEDA,2.43,2.57,2.5,03/03/2025
PLATANOS,PLATANOS ISLA,2.5,3.5,2.95,03/03/2025
PLATANOS,PLATANOS BISCOCHITO,2.7,3.0,2.88,03/03/2025
PLATANOS,PLATANOS BELLACO,3.0,4.5,3.75,03/03/2025
PLATANOS,PLATANOS PALILLO,3.0,3.5,3.33,03/03/2025
UVA,UVA BORGO?A NEGRA,5.0,6.0,5.63,03/03/2025
UVA,UVA ITALIA,3.5,5.0,4.13,03/03/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),3.0,4.0,3.5,03/03/2025
MANGO,MANGO HADEN/HAYDE,2.3,2.5,2.43,03/03/2025
MANGO,MANGO KENT(COSTA),1.6,2.0,1.85,03/03/2025
MANGO,MANGO EDWARD PLANTA,5.0,6.0,5.38,03/03/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),2.5,3.0,2.7,03/03/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,2.0,2.5,2.25,03/03/2025
MANZANA,MANZANA ISRAEL,2.4,3.0,2.63,03/03/2025
MANZANA,MANZANA CHILENA ROJA,9.0,10.0,9.5,03/03/2025
MANZANA,MANZANA CHILENA VERDE,9.5,10.0,9.88,03/03/2025
MANZANA,MANZANA CHILENA FUJI,7.5,8.0,7.83,03/03/2025
MANZANA,MANZANA CHILENA ROYAL,7.5,9.0,8.25,03/03/2025
MANZANA,MANZANA GOLDEN,3.5,4.2,3.93,03/03/2025
MARACUYA,MARACUYA (COSTA),2.2,2.5,2.33,03/03/2025
TUNA,TUNA HUAROCHIRI,3.5,4.0,3.88,03/03/2025
SANDIA,SANDIA,1.0,1.1,1.03,03/03/2025
COCONA,COCONA SELVA,4.5,5.5,5.0,03/03/2025
NARANJA,NARANJA VALENCIA (SELVA),2.5,2.91,2.74,03/03/2025
NARANJA,NARANJA HUANDO,5.5,6.0,5.75,03/03/2025
PI?A,PI?A HAWAYANA,2.3,2.6,2.45,03/03/2025
PI?A,PI?A GOLDEN,1.94,2.22,2.07,03/03/2025
PALTA,PALTA FUERTE (COSTA),4.5,6.0,5.25,03/03/2025
PAPAYA,PAPAYA SELVA,1.25,1.56,1.39,03/03/2025
MELOCOTON,MELOCOTON,5.5,6.5,6.13,03/03/2025
MEMBRILLO,MEMBRILLO,3.2,4.0,3.5,03/03/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,6.5,8.0,7.13,03/03/2025
OTRAS FRUTAS,GRANADA (COSTA),7.0,9.0,7.75,03/03/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),2.5,3.5,3.0,03/03/2025
OTRAS FRUTAS,LUCUMA,6.5,8.0,7.13,03/03/2025
OTRAS FRUTAS,CIRUELA,4.0,5.0,4.67,03/03/2025
OTRAS FRUTAS,PITAHAYA,4.5,5.5,5.0,03/03/2025
OTRAS FRUTAS,PACAY,5.5,7.0,6.17,03/03/2025
OTRAS FRUTAS,ARANDANOS,10.0,15.0,12.5,03/03/2025
COCO,COCO(COSTA/SELVA),2.0,2.67,2.33,03/03/2025
CHIRIMOYA,CHIRIMOYA CUMBE,5.5,7.0,6.25,03/03/2025
MANDARINA,MANDARINA,2.5,3.3,2.95,03/03/2025
MELON,MELON,1.5,1.8,1.65,03/03/2025
GUANABANA,GUANABANA,5.0,6.5,5.75,03/03/2025
ACELGA,ACELGA,3.5,4.0,3.75,04/03/2025
AJI,AJI AMARILLO SECO,15.0,16.0,15.5,04/03/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3.5,4.0,3.75,04/03/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),11.0,12.0,11.5,04/03/2025
AJI,AJI SECO PANCA,14.0,15.0,14.5,04/03/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),2.22,2.78,2.57,04/03/2025
AJI,AJI PAPRIKA,13.0,14.0,13.5,04/03/2025
AJO,AJO PELADO,8.5,9.0,8.75,04/03/2025
AJO,AJO CRIOLLO O NAPURI,8.5,9.5,9.13,04/03/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,12.0,13.0,12.38,04/03/2025
ALBAHACA,ALBAHACA,3.85,4.62,4.24,04/03/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,3.5,4.5,4.0,04/03/2025
APIO,APIO,4.0,5.33,4.92,04/03/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),3.8,4.5,4.15,04/03/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,3.0,3.5,3.2,04/03/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),3.2,4.8,4.3,04/03/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),2.0,2.67,2.27,04/03/2025
CAIGUA,CAIGUA (SELVA),1.67,2.0,1.84,04/03/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.5,1.75,1.58,04/03/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.65,0.8,0.73,04/03/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1.3,1.8,1.53,04/03/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,1.0,1.3,1.2,04/03/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1.5,1.8,1.65,04/03/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),2.0,2.5,2.38,04/03/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),1.0,1.14,1.08,04/03/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),1.0,1.14,1.04,04/03/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),2.67,3.33,2.92,04/03/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,1.79,2.02,1.93,04/03/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,8.0,7.0,04/03/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.5,3.5,3.0,04/03/2025
FREJOL,FREJOL VERDE CANARIO,2.8,3.2,3.0,04/03/2025
HABA,HABA VERDE SERRANA,1.0,1.2,1.1,04/03/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.53,1.76,1.65,04/03/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,1.0,11.0,7.75,04/03/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,4.17,5.0,4.69,04/03/2025
HORTALIZAS CHINAS,PACCHOY,8.33,10.0,8.96,04/03/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),7.0,8.0,7.38,04/03/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,04/03/2025
HORTALIZAS CHINAS,BROCOLI,2.2,3.0,2.5,04/03/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),3.48,4.35,4.02,04/03/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.67,2.0,1.79,04/03/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.33,4.0,3.58,04/03/2025
LECHUGA,LECHUGA SERRANA SEDA,3.0,3.33,3.17,04/03/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.67,2.0,1.79,04/03/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,04/03/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,04/03/2025
LIMON,LIMON CITRICO CAJON,1.96,2.39,2.12,04/03/2025
LIMON,LIMON CITRICO BOLSA,2.0,2.44,2.19,04/03/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.8,2.2,2.0,04/03/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,04/03/2025
NABO,NABO (CRIOLLO/SERRANO),5.0,5.5,5.25,04/03/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,04/03/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,04/03/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.4,2.7,2.55,04/03/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.2,2.5,2.35,04/03/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,2.2,2.5,2.35,04/03/2025
PAPA,PAPA AMARILLA,2.3,2.5,2.4,04/03/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.75,0.9,0.84,04/03/2025
PAPA,PAPA COLOR/VALLE/OTROS,1.05,1.25,1.13,04/03/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.8,2.0,1.9,04/03/2025
PAPA,PAPA HUAMANTANGA,1.7,1.9,1.8,04/03/2025
PAPA,PAPA NEGRA ANDINA,0.8,1.0,0.9,04/03/2025
PAPA,PAPA PERUANITA (INJERTO),1.7,1.9,1.8,04/03/2025
PAPA,PAPA YUNGAY,0.75,0.9,0.84,04/03/2025
PAPA,PAPA UNICA,1.3,1.5,1.38,04/03/2025
